zip,actualAmountPaid,numberOfProperties,numberOfFinalProperties,costSharePercentage,projectAmount,benefitCostRatio,netValueBenefits,propertyAction,damageCategory,structureType,cluster_label,count_property,pct_fs_risk_2020_5,pct_fs_risk_2050_5,pct_fs_risk_2020_100,pct_fs_risk_2050_100,pct_fs_risk_2020_500,pct_fs_risk_2050_500,total_population,pop_density,Log Flood Risk,Log Fire Risk,Quake Risk,Log Population Density
62707,217074.0,21,441,0.75,428344.0,0.8350000000000005,357635.0,Acquisition/Demolition,50 - 99%,Vacant Land,1,4438,3.0,3.1,6.8,6.8,8.0,8.2,7097,63.83032362010053,0.596704739305467,-1.0071900638573883,0.3562096654663162,0.17350631428922242
62821,719250.0,20,450,1.0,969806.0,6.4369999999999985,6072000.0,Acquisition/Demolition,50 - 99%,Vacant Land,1,8401,5.8,6.0,18.3,18.8,25.4,25.6,7145,15.688288803510686,-1.5386812512598576,-1.8078913082442252,0.8798195274481068,-0.4016008757111776
62901,29700.0,1,30,1.0,1847991.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Manufactured Home,28,9416,0.9,1.1,5.2,5.8,7.8,8.8,26255,338.6350385796949,1.2545652206367723,-0.3430566375160764,2.9564484042390196,0.8591912523652678
62910,39985.0,2,12,0.875,451373.5,1.505,414000.0,Acquisition/Demolition,50 - 99%,Single Family,22,2706,12.0,12.7,22.3,22.9,28.8,29.9,2367,8.811880556347665,-2.1711379419521477,-0.3034823972309393,3.2429469320422237,-0.6367729614548128
62934,61200.0,1,13,1.0,1291084.0,1.0,1865828.0,Acquisition/Demolition,0 - 49%,Single Family,24,1185,8.3,8.4,16.4,17.0,22.7,23.8,720,3.619008771190503,-1.5308391627336717,-0.5916434758698147,1.2872814143237616,-0.9961531751569924
62946,294800.0,3,15,0.8333333333333334,654171.6666666666,1.0,671713.3333333334,Acquisition/Demolition,50 - 99%,Single Family,28,117,3.4,3.4,4.3,4.3,4.3,4.3,12530,34.79800641804655,1.4683486166104436,-0.5699881806843289,2.8581268835871017,-0.07543393030770824
62954,666470.0,7,91,1.0,1291084.0,1.0,1865828.0,Acquisition/Demolition,0 - 49%,Single Family,24,938,12.7,12.7,24.9,25.6,42.1,43.7,456,3.6002144117167147,-2.6046200784946154,-0.7724952513771797,1.2266323635416,-0.9982366030469609
62960,316891.0,10,110,1.0,627624.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,5,7400,3.6,3.7,8.1,8.4,11.2,11.7,10755,35.701044294881505,0.056602726153236665,-0.34278029530096354,3.549436159116122,-0.06492824336767397
62979,16980.0,1,13,1.0,1291084.0,1.0,1865828.0,Acquisition/Demolition,0 - 49%,Single Family,5,1967,6.4,6.6,18.7,19.1,23.5,23.8,1020,5.158818344739826,-1.534932593444223,-1.6066742599190995,2.6686646903596216,-0.8536849573460245
62984,216300.0,3,39,1.0,1291084.0,1.0,1865828.0,Acquisition/Demolition,0 - 49%,Single Family,5,2086,4.0,4.5,22.9,23.9,32.6,33.3,1673,8.154966950546283,-1.80451488564014,-1.0191948719127666,2.6724250687961506,-0.6682604683054356
63010,718347.0,11,51,0.71625,518848.88749999995,0.675,585022.375,Acquisition/Demolition,50 - 99%,Single Family,28,13991,3.5,3.6,10.4,10.7,12.6,12.7,35888,636.9249501932072,-0.2245456420102474,-0.4987992136154644,1.9557625782549863,1.118916474123406
63016,209114.0,3,21,0.75,370986.6666666667,1.109,2044489.0,Acquisition/Demolition,0 - 49%,Single Family,5,3883,4.8,4.9,11.5,11.6,15.0,15.5,7645,129.41127838673208,-0.6045455695333439,-0.1430413272140202,1.8131096090716619,0.4638198387480438
63023,66385.0,2,26,0.75,671060.0,1.245,1643787.0,Acquisition/Demolition,50 - 99%,Single Family,5,3666,7.9,8.2,12.0,12.2,14.5,14.6,5875,32.293619680575034,-0.8388610288602171,-0.02865601337182945,1.8064109225239169,-0.1060570517831889
63025,461501.0,6,59,0.75,518445.8333333333,1.0035,1469998.0,Acquisition/Demolition,50 - 99%,Single Family,5,7312,7.2,7.4,15.8,15.9,18.0,18.2,14740,142.0231443575366,-1.2098214806627885,-0.4569660155417114,1.6773221561775515,0.5020332101110178
63026,1.0,1,1,0.75,275.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,28,16227,2.7,3.0,9.1,9.3,11.3,11.6,44333,675.9875684646499,0.07736989676126213,-0.5537965859282062,2.1935907416844502,1.1433899704409958
63038,240000.0,2,6,0.75,312140.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,28,3061,4.1,4.2,7.2,7.6,9.3,9.3,6998,129.1088742407243,0.2667855177414369,-0.4526484738622412,1.5714333717654843,0.4628585228356645
63049,32000.0,1,3,0.75,140300.0,1.041,2244840.0,Acquisition/Demolition,0 - 49%,Single Family,5,6561,3.7,3.8,12.5,13.0,14.7,14.9,17314,264.7400004418959,-0.5446020195953934,-0.4465859744883323,2.243800306581769,0.7579921783424061
63050,72500.0,2,16,0.75,405680.0,1.143,1944313.5,Acquisition/Demolition,0 - 49%,Single Family,5,10570,4.9,5.0,8.5,8.6,9.6,9.7,15816,67.88544009210993,0.03165355437161094,0.0706730027305565,2.3805293542284907,0.198796495459394
63069,1134572823.0,38,528,0.75,2111069.6930769235,0.8415384615384617,2117122.3076923075,Acquisition/Demolition,50 - 99%,Single Family,5,8317,5.1,5.2,10.6,11.1,13.4,14.2,14872,82.97363168617488,-0.4932582851633862,-0.3939034766474041,1.5800699018208524,0.2812196755140702
63077,87000.0,1,1,0.75,91054.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,14,8896,5.6,6.1,9.4,9.5,10.9,10.9,11004,48.95950332746208,-0.23405792288720365,-0.15814102759618862,1.5275227479464497,0.0646306960885833
63084,789761.0,16,272,0.75,837781.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,5,9666,5.0,5.2,10.2,10.3,11.9,12.1,19186,98.63883041101873,-0.32169968832361195,-0.23525625001070116,2.3375395110245343,0.3522590102030064
63105,5847546.0,11,132,0.75,6276063.0,1.6230000000000009,10639201.0,Acquisition/Demolition,0 - 49%,Single Family,28,3421,0.1,0.0,4.6,4.9,6.6,6.7,18574,2685.634314465598,2.530108939608767,-1.3672615537342754,2.045949577695904,1.7106269514448305
63130,3788723.0,24,576,0.75,3955191.0,9.615999999999994,38396448.0,Acquisition/Demolition,0 - 49%,Single Family,28,10759,0.2,0.2,8.6,9.1,12.5,12.8,28738,2205.790980388816,1.1014953969798305,-1.2770419191575952,2.0384706947268114,1.629688742004629
63136,112900.0,3,9,0.75,148652.0,4.8370000000000015,884743.0,Acquisition/Demolition,0 - 49%,Single Family,28,18651,0.8,0.8,7.2,7.6,9.7,10.1,44382,1619.4237439221897,0.944830953370122,-1.1649919085920106,1.974775375942946,1.5026207806480616
63301,212244.0,5,35,0.75,417352.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,1,21902,0.6,1.1,15.2,16.2,20.0,20.6,51199,223.6272470505753,-0.31743192847129137,-1.3434412721976607,1.4559917576369297,0.6886194257411848
63373,120400.0,2,14,0.75,417352.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,780,1.8,1.7,29.7,30.9,53.1,58.5,607,14.121086150210855,-2.0738165874850223,-1.4963969634445209,1.3077638896507902,-0.4445913213534372
63401,260901.0,15,210,0.75,442230.0,1.0,994810.0,Acquisition/Demolition,0 - 49%,Vacant Land,1,10631,6.0,6.2,14.2,14.3,16.9,16.9,22048,81.56943529921679,-0.9772553180901568,-0.8778647981654496,-0.08786767487155928,0.2742093259690024
63448,282784.0,8,64,0.7400000000000001,386822.0,1.083,1052293.0,Acquisition/Demolition,0 - 49%,Single Family,1,1218,5.5,5.4,12.6,12.8,17.8,17.7,1440,11.273579307645807,-0.8690499570018686,-1.0646814470387642,0.21533314145935067,-0.5364722278389171
63638,60338.0,2,52,0.75,1025891.0,0.909,988045.0,Acquisition/Demolition,100%,Single Family,22,3778,19.0,19.1,25.0,25.1,26.9,27.0,2619,3.0464496682545428,-2.388872869090916,0.17064828187774533,2.3026515647283348,-1.0649026095362712
63645,128580.0,4,67,0.75,605955.5,1.3125,764888.5,Acquisition/Demolition,0 - 49%,Single Family,5,8734,9.6,9.7,13.5,13.7,15.4,15.5,11638,11.80178613208395,-1.0739483787034998,-0.14611805505235295,2.593557564436604,-0.51780454032601
63655,1000.0,1,1,0.75,240637.0,1.3330000000000002,240637.0,Acquisition/Demolition,0 - 49%,Single Family,22,1891,17.2,17.2,22.3,22.8,25.0,25.4,1298,3.4126100795813565,-2.193646872900676,-0.3024120784159696,2.9696986592451613,-1.0196331609271587
63670,91000.0,1,1,0.75,101438.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,5,10178,5.2,5.4,12.3,12.5,13.9,14.1,11017,16.431759106527654,-0.6328643711137141,-0.44898223314282376,2.632708295671764,-0.38267845467302974
63701,76000.0,2,4,0.75,88557.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,5,15908,4.3,4.6,12.3,12.9,15.2,15.5,38672,115.48376879989424,-0.6442076539341056,-0.7017609562304475,2.689031873473465,0.4170338843247212
63745,1001997.0,11,121,0.75,1060935.0,1.4109999999999998,1590436.0,Acquisition/Demolition,0 - 49%,Single Family,22,92,21.7,21.7,68.5,68.5,88.0,89.1,9,0.6736209295519747,-4.331354243451006,,2.852986139282326,-1.6418285041300549
63764,313983.0,4,8,0.75,127733.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,5,4334,10.5,10.7,14.6,14.7,15.8,16.0,5204,10.385021934307801,-1.2055561343933048,-0.6552683415477513,2.8774220847006236,-0.5699233695782666
63845,403443.0,13,228,0.75,290290.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,27,4144,2.0,2.1,7.1,8.0,26.6,27.4,5804,10.97893190447062,-0.3393614907470147,-1.5310659035629215,4.8447685681367405,-0.5472659461458499
63935,307166.0,11,121,0.75,369491.9181818182,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,5,7621,10.0,10.3,15.3,15.4,17.1,17.2,9617,7.837931003593958,-1.2898319667232625,0.12912947070047875,2.8757802426205563,-0.6843649918452093
63941,424401.0,10,140,0.75,557410.7000000001,0.0,0.0,Acquisition/Demolition,100%,Single Family,22,614,20.7,20.7,25.4,25.4,26.9,26.9,165,0.4222921710386793,-2.4380385915181693,0.3333796963678137,2.3601575350205715,-1.8033798488316133
63957,888332.0,31,425,0.75,535865.9677419355,0.2101290322580645,200289.5483870968,Acquisition/Demolition,50 - 99%,Single Family,22,3225,18.9,19.1,23.8,24.0,25.5,25.7,5722,11.530492553805592,-2.303464573996401,0.03144941755197353,2.614280986419776,-0.5272866117720985
63965,351500.0,6,54,0.75,441887.5,0.0,0.0,Acquisition/Demolition,100%,Single Family,5,2043,15.1,15.1,19.9,20.0,21.7,21.9,2796,5.12255807212417,-1.9040784791811511,0.1842496761390804,2.4500235030478166,-0.8565302237143653
64401,17788.0,1,1,0.73,22679.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,1,910,6.7,6.8,14.0,14.1,16.9,16.9,1248,12.85767531149238,-1.0121758472755944,-0.5734893750761371,-0.022274734311385963,-0.4828505755158742
64746,1566659.0,26,500,0.75,1141673.8461538462,1.259076923076923,1718606.1538461538,Acquisition/Demolition,50 - 99%,Single Family,21,1150,5.3,5.3,15.9,16.2,19.2,19.2,1325,16.501305732755362,-1.1226158132880748,-0.19132762381010465,-0.7068669900466977,-0.380952125756226
64804,6122.0,1,3,0.75,126640.0,1.973,373380.0,Acquisition/Demolition,100%,Single Family,3,17543,2.5,2.5,5.9,6.0,7.4,7.4,35676,151.07059597633824,0.8764406599876692,0.21173744371129294,0.5013321694473579,0.5274119315561222
64850,1275520.0,1,1,0.75,1275520.0,2.865,3694339.0,Safe Room/Wind Shelter,0 - 49%,Non-residential - Public,21,12022,6.2,6.1,12.0,12.0,13.5,13.6,23688,44.65497996500824,-0.6458734011351694,0.35170722230502816,-0.2750463030919777,0.026867505663194454
65529,155000.0,2,8,0.75,260097.17,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,22,206,21.8,22.3,38.3,38.3,44.7,44.7,244,160.58273103840432,-3.254320737585987,0.1427196918687166,2.4366988823871587,0.5525059848798638
65550,60000.0,1,4,0.75,260097.17,0.0,0.0,Acquisition/Demolition,50 - 99%,2-4 Family,22,2418,15.8,15.8,21.1,21.3,23.3,23.3,2788,5.971087309898293,-2.0341539686063204,0.1471983626134658,2.5156130261864846,-0.7946202924925099
65608,34250.0,1,1,0.75,46425.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,14,7261,8.1,8.1,9.9,9.9,10.7,10.7,8927,7.981489881568351,-0.40892615707435465,0.3164412530530489,1.7082542176247677,-0.6769943837339361
65616,1044815.0,20,253,0.75,846588.2631578947,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,3,19868,2.4,2.4,4.5,4.5,5.3,5.3,27706,144.23119745580456,1.4124307028687804,0.029296602979462582,0.5605481722836604,0.508372945862355
65672,3257000.0,9,74,0.75,2468458.4444444445,0.39611111111111114,698672.6666666666,Safe Room/Wind Shelter,50 - 99%,Single Family,3,7229,2.0,2.1,3.1,3.1,3.9,3.9,9622,67.0905615970181,2.052708191475195,-0.0067916730650965824,1.125433341383953,0.19396018014539548
65708,195501.0,4,16,0.75,656665.52,0.0,0.0,Acquisition/Demolition,0 - 49%,Non-residential - Public,19,5671,4.5,4.5,9.6,9.7,11.2,11.3,13773,58.11375289704843,-0.15772962092231346,0.12829295729118476,-0.07441509808643691,0.134986071318499
65775,310000.0,4,16,0.75,172885.7,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,10,12725,3.4,3.6,8.3,8.3,10.0,10.0,24860,21.08980976039755,0.1858179744166454,0.27232561097543634,2.7626188477615843,-0.2805974136049509
65802,23460.0,1,5,0.75,255957.0,10.827,4637359.0,Acquisition/Demolition,0 - 49%,Single Family,3,19645,0.7,0.8,4.9,5.2,7.1,7.2,47378,287.66372645898514,1.5709407574851544,0.02314152459017395,0.2788274834675949,0.7921294772579647
65804,143000.0,2,10,0.75,255957.0,10.827,4637359.0,Acquisition/Demolition,0 - 49%,Single Family,3,15831,0.3,0.3,4.2,4.4,5.8,6.1,37461,792.9157640505696,2.216249767445769,-0.3950476266549697,0.33697333109282585,1.2089886262430036
65810,126815.0,1,2,0.75,302874.0,12.56,3524914.0,Acquisition/Demolition,0 - 49%,Single Family,3,8298,0.5,0.5,5.5,5.9,7.0,7.5,22652,732.0042860318057,1.6216186555458556,0.031223143200946782,1.1357743820844073,1.1761235507992358
66047,623724.0,1,1,0.75,602072.0,1.499,922931.0,Safe Room/Wind Shelter,0 - 49%,Non-residential - Public,3,6258,1.3,1.3,5.6,6.0,7.6,7.8,20376,148.46842317965738,1.156263370540055,0.25801984087193514,0.06522373614063649,0.5202717013734522
66102,930695.0,5,25,0.75,303599.0,3.002,1380573.0,Acquisition/Demolition,50 - 99%,Single Family,3,10946,0.4,0.5,5.4,5.5,8.2,8.2,32046,1107.372834146366,1.5960211329306686,-0.017385234063052025,0.19801862457919545,1.3463345117979544
66205,35000.0,1,3,0.75,587829.0,1.709,1004866.0,Acquisition/Demolition,0 - 49%,Vacant Land,3,6997,0.2,0.1,5.7,5.8,6.9,7.2,13419,1383.7811037518215,2.0602939166131864,-0.1578493080191376,0.20776779497722625,1.4379598466121153
66503,887727.0,3,7,0.75,601003.51,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,8002,2.7,2.7,7.9,8.0,10.2,10.2,16061,76.14862527574896,0.32374302964987894,0.7074575769555795,-1.081771394628203,0.2459662818982669
66713,187941.0,4,63,0.75,828762.5,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,23,3327,1.7,1.7,7.8,7.8,10.1,10.1,5572,36.27326496712576,0.556317429569849,0.08103223389956472,0.4807670129558029,-0.05840747973618843
66720,80708.0,6,30,0.75,113880.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,6795,1.4,1.4,6.3,6.4,9.0,9.1,11402,23.972357118007906,0.9094846010596666,-0.38325613706862827,-0.7911847188424629,-0.2281483498799256
66733,172361.0,10,100,0.75,365629.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,15,1960,5.1,5.3,12.4,12.6,15.3,15.4,2308,6.310279695245971,-0.7096293969281083,-0.2216709372870549,-0.7337397844190771,-0.7722640228581422
66736,90590.0,3,9,0.75,109050.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,15,3892,3.8,3.8,12.9,13.1,16.9,17.1,3769,5.667307504968577,-0.6858197519251479,-0.19174254221890555,-0.8349894326017225,-0.8157294003914245
66739,586128.0,19,283,0.75,712718.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,3759,5.4,5.4,9.4,9.4,11.3,11.3,5426,30.394399543400606,-0.2234394790950051,0.08679292911659582,-0.4241822074367729,-0.13090256231497682
66748,42766.0,1,5,0.75,248644.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,1,2198,4.0,4.0,10.5,10.6,12.8,12.8,2816,9.492668927411843,-0.2894107690778921,-0.2910602580288397,0.3049408050673857,-0.6065011700694382
66749,1321701.0,109,2828,0.75,321290.32710280374,0.0,0.0,Acquisition/Demolition,50 - 99%,Vacant Land,15,5483,3.2,3.2,11.9,12.0,18.7,18.8,7439,24.57107512128108,-0.6194752756998056,-0.33284008382214314,-0.8200494805141125,-0.2180456720321692
66757,482219.0,24,672,0.75,618943.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,15,2813,3.0,3.1,10.5,10.5,14.1,14.6,3140,10.647358443945937,-0.25874147059610114,-0.21948413949741388,-0.8049346646459323,-0.559761102559974
66770,202416.0,3,51,0.75,998366.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,23,610,2.6,2.6,7.2,7.4,9.0,9.0,929,51.712208478686954,0.5196787780228191,0.1295948929247301,0.4645478558894368,0.0870801921538429
67214,214547.0,1,10,0.83,2082153.0,2.472,5146650.0,Safe Room/Wind Shelter,0 - 49%,Non-residential - Public,9,10010,1.3,1.4,11.2,11.6,19.6,20.2,14949,1053.518515047013,-0.242827754804284,-1.2747442464233103,0.2583816447274081,1.3258348928072765
67301,1564280.0,90,6810,0.75,1339298.7777777778,0.0,0.0,Acquisition/Demolition,50 - 99%,Vacant Land,0,8179,2.2,2.3,8.6,8.9,11.2,11.3,12497,23.013188538483373,0.241611059133234,-0.11307985244440298,-0.7631970986330702,-0.2448690416906575
67335,460044.0,1,17,0.75,613393.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,23,2636,2.2,2.2,5.7,5.7,6.8,6.9,3578,10.698479507454204,1.035935277886068,-0.1624544554975113,0.5490722579764037,-0.5578097050027758
67336,12962.0,3,36,0.75,319952.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,1,1762,4.7,5.0,13.5,13.5,14.8,14.8,1563,6.380230380607888,-0.7116630244734379,-0.2540544586695352,0.5250368759311258,-0.7678009437450402
67337,502120.0,9,89,0.75,366488.1111111111,0.52,172463.66666666666,Safe Room/Wind Shelter,50 - 99%,Single Family,14,8630,1.4,1.5,7.1,7.2,14.9,15.0,11936,31.98429082552484,0.3655521929237967,-0.1519967044560789,0.7707467975278409,-0.11000272634416787
67344,24071.0,1,17,0.75,613393.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,1437,5.6,5.8,17.9,18.1,26.4,26.5,899,2.0094391739979214,-1.52849751961284,0.22466189068502668,0.6393332223028261,-1.2293316000089087
67351,3279.0,1,47,0.85,388691.0,2.27,880945.0,Acquisition/Demolition,50 - 99%,Single Family,15,489,6.3,6.7,16.6,16.6,21.1,21.3,259,2.3447396043095297,-1.3306344833467452,-0.3394786622916569,-0.7207999436350941,-1.1686692752907697
67357,394351.0,47,2039,0.8414893617021282,362094.5319148936,2.257872340425532,816947.4255319149,Acquisition/Relocation,50 - 99%,Vacant Land,1,8065,2.2,2.3,8.6,8.7,12.1,12.2,11795,25.70553829690969,0.18557074785512329,-0.35372034710770106,0.4095646678535617,-0.19955801884806085
67431,4835.0,1,1,0.75,4835.0,1.42,487060.0,Safe Room/Wind Shelter,50 - 99%,2-4 Family,21,1644,4.5,4.4,10.4,10.3,14.0,14.1,1933,6.186397223688305,-0.4016856850471355,0.5312298862671958,-0.05949060284940062,-0.7802889671438805
67544,126290.0,12,187,0.75,152674.0,1.3179999999999998,416475.0,Acquisition/Relocation,50 - 99%,Single Family,15,2711,5.6,5.8,14.2,14.3,16.8,16.8,3227,6.046866385013112,-0.9407687900897166,-0.20805448419878167,-1.0525864194464398,-0.789519180651503
68005,45000.0,1,35,0.75,2437508.0,1.3519999999999999,1065433.0,Acquisition/Demolition,50 - 99%,Single Family,16,8324,0.8,0.7,9.5,9.5,14.5,14.5,23157,497.5310903218633,0.4351206461327081,-0.6436743913295188,-0.4221075784494581,1.017364787805822
68008,82220.0,1,1,0.75,95483.0,1.068,100957.0,Acquisition/Demolition,0 - 49%,Single Family,21,7474,3.3,3.3,10.1,10.2,13.4,13.5,12303,35.81796800344207,-0.21073894238946095,-0.2463769822382167,-0.610017313051718,-0.06358740287292296
68064,108921.0,3,9,0.75,152158.0,2.354,1519147.0,Acquisition/Demolition,0 - 49%,Single Family,15,3378,1.5,1.5,23.3,23.6,34.6,34.8,3501,28.310064309533463,-1.380421923244327,-0.5633185290102128,-1.417999444203904,-0.16001705130517252
68123,1936523.0,29,910,0.75,2437508.0,1.3519999999999999,1065433.0,Acquisition/Demolition,50 - 99%,Vacant Land,9,9115,5.3,5.4,11.8,11.8,14.5,14.5,31646,532.9131011143921,-0.6251299103801454,-0.5014209689150066,-0.3990658620067766,1.0456105241690077
68310,233509.0,4,8,0.75,131732.25,2.089,419634.5,Acquisition/Demolition,50 - 99%,Other (Specify in Comments),1,9256,2.6,2.7,8.2,8.2,11.7,11.8,13593,25.19054713238284,0.18535010358343504,-0.3713985849407943,-0.3637793663262578,-0.20784765189435486
68701,135500.0,2,6,0.75,159795.0,2.128,278703.0,Acquisition/Demolition,0 - 49%,Single Family,0,14389,0.7,0.8,6.3,6.4,21.0,21.3,30381,61.89212406698682,0.4521496889373762,0.3140663700078627,-2.759732359886721,0.16084618667228445
68760,76654.0,1,1,0.75,76654.0,2.8360000000000003,139821.0,Elevation,50 - 99%,Single Family,29,2442,9.7,9.5,18.0,18.1,23.0,23.1,1372,2.5283977630542593,-1.6549666108638,0.3530641272381527,-0.9799534090967216,-1.1388819237885512
70001,134578.0,1,37,0.81,3816172.0,2.225,8625121.0,Elevation,0 - 49%,Single Family,9,17542,0.0,0.0,1.7,100.0,100.0,100.0,39447,2542.517083533678,-0.5059965659176974,-2.056843436775129,-1.1360863132419563,1.6881082100193117
70002,440783.0,3,123,0.8833333333333333,4762800.0,1.8316666666666668,8599526.333333334,Elevation,0 - 49%,Single Family,9,8196,0.0,0.0,24.0,100.0,100.0,100.0,19858,2382.222273406372,-1.615260917087858,-2.0711334501244734,-1.1360863132419563,1.6613300673270162
70003,5059361.0,34,1356,0.847575757575757,5924453.606060606,1.6863939393939396,9297644.212121213,Mitigation Reconstruction,50 - 99%,Single Family,9,17420,0.1,0.1,42.8,100.0,100.0,100.0,40578,2234.190000411292,-2.1882305320454267,-2.018710067909629,-1.1335984733358748,1.6349491212401364
70005,371550.0,3,123,0.8833333333333333,4762800.0,1.8316666666666668,8599526.333333334,Elevation,0 - 49%,Single Family,9,14795,0.0,0.0,13.4,99.9,99.9,99.9,25242,2324.8914714466723,-1.3661928452607213,-1.9446772415369755,-1.1360863132419563,1.6513129030282159
70006,1058111.0,6,228,0.7916666666666666,6916531.833333333,1.4628333333333334,9874741.833333334,Mitigation Reconstruction,50 - 99%,Single Family,9,5804,0.0,0.0,72.0,100.0,100.0,100.0,15888,2363.769343244661,-2.083795798190458,-1.8845657317334819,-1.1335984733358748,1.6581324189221964
70036,378549.0,3,132,0.81,8291060.0,1.381,10296947.0,Elevation,0 - 49%,Single Family,6,853,79.8,97.5,99.6,99.6,99.6,99.6,1349,118.9475513601683,-5.412225378108458,0.6841317924919431,-1.2125006713058577,0.4291762872621793
70037,524824.0,2,4,0.7949999999999999,424930.0,4.768000000000001,2000330.0,Mitigation Reconstruction,50 - 99%,Single Family,29,5363,1.1,1.4,28.8,98.8,98.8,98.9,16465,101.70380967213914,-2.9011820279057945,0.6527974192543685,-1.207919305552951,0.3648298149626944
70047,590185.0,4,19,1.0,857839.3333333334,1.1836666666666666,1334936.6666666667,Elevation,0 - 49%,Single Family,12,9406,4.2,4.3,51.2,98.8,99.9,99.9,12787,458.05917815077424,-3.708927733634271,0.3887600712754029,-1.1410493455083721,0.9833802716510964
70049,125657.0,1,1,1.0,125657.0,2.096,263990.0,Acquisition/Demolition,0 - 49%,Single Family,29,982,3.9,5.5,28.1,28.8,60.3,68.7,1785,38.03271934603836,-2.587407058230861,0.08592606377203388,-1.104229805018314,-0.03898180759299763
70053,898789.0,5,165,0.818,4600650.0,1.8462,8033117.8,Elevation,0 - 49%,Single Family,9,15,0.0,0.0,0.0,100.0,100.0,100.0,16500,1854.5447924269833,0.7298017846470187,-1.9383242460229568,-1.1674151198716736,1.5583667465275703
70056,3158000.0,20,825,0.858,5808862.2,1.7331500000000002,9413951.6,Elevation,50 - 99%,Single Family,9,11813,0.0,0.0,23.2,100.0,100.0,100.0,40639,2312.801197268301,-1.6008272465072968,-1.686123193544692,-1.1674151198716736,1.6491689024871006
70058,1822453.0,10,388,0.8440000000000001,5680439.4,1.8686,9890311.4,Wind Retrofit,50 - 99%,Single Family,9,22032,0.0,0.0,20.4,100.0,100.0,100.0,39040,1193.59802205154,-1.546087790556576,-0.6356559655891323,-1.1817149295209135,1.3771661861682394
70062,50211.0,1,41,1.0,4048442.0,1.258,5094874.0,Elevation,0 - 49%,Single Family,9,2134,0.0,0.0,27.2,100.0,100.0,100.0,17287,943.3046975122446,-1.6685665128188558,-1.9820733960282424,-1.1616283845837776,1.2803985993441953
70065,1820838.0,17,2971,0.8600000000000003,48028115.058823526,1.8818823529411768,150341257.0,Elevation,50 - 99%,Single Family,12,2698,5.6,5.6,48.0,99.4,99.4,99.4,50752,2436.37518910567,-3.806917946974634,-1.9467934885736868,-1.1489562693253783,1.67057300248023
70067,120000.0,1,44,0.81,8291060.0,1.381,10296947.0,Elevation,0 - 49%,Single Family,6,1393,23.0,28.6,54.6,97.6,97.6,97.6,2485,91.55981034997255,-4.549084388276831,0.6134555325363307,-1.2125006713058577,0.3216662976381068
70070,2545425.0,6,39,0.974,1301168.8,1.2488000000000001,2798765.0,Wind Retrofit,50 - 99%,Single Family,12,6368,0.4,11.9,67.7,89.3,99.9,99.9,14363,60.05754468650543,-3.523794032104347,-0.6552418255097822,-1.1410493455083721,0.1484928202443731
70072,2441629.0,15,516,0.8046666666666668,4767071.533333333,1.831066666666667,8718766.133333333,Other (Specify in Comments),50 - 99%,Single Family,12,24624,2.4,2.4,29.0,100.0,100.0,100.0,55877,1039.9977858844138,-3.2116894203878656,0.846622921172644,-1.1787528264616842,1.3205236425237803
70079,200000.0,2,34,1.0,2083333.0,1.07,3228514.0,Elevation,0 - 49%,Single Family,12,4196,37.3,37.3,61.8,91.1,98.7,99.9,2850,491.2998552992637,-4.7623536684003405,0.22456988921963014,-1.1245829924720998,1.012183014029175
70080,953000.0,2,18,1.0,1463293.0,1.5034999999999998,2430900.0,Wind Retrofit,0 - 49%,Single Family,29,948,0.0,0.0,54.4,100.0,100.0,100.0,1586,57.2647937059276,-1.9641425742523524,0.3339726050792776,-1.149597494772684,0.1289448346839804
