zip,actualAmountPaid,numberOfProperties,numberOfFinalProperties,costSharePercentage,projectAmount,benefitCostRatio,netValueBenefits,propertyAction,damageCategory,structureType,cluster_label,count_property,pct_fs_risk_2020_5,pct_fs_risk_2050_5,pct_fs_risk_2020_100,pct_fs_risk_2050_100,pct_fs_risk_2020_500,pct_fs_risk_2050_500,total_population,pop_density,Log Flood Risk,Log Fire Risk,Quake Risk,Log Population Density
18705,536640.0,9,81,0.75,705788.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,6852,1.1,1.1,14.1,16.1,23.6,24.1,14683,1038.6233045622253,-0.5463605839161162,0.03330169989969863,-0.647624204558272,1.3199798537436849
18801,80000.0,1,14,0.75,781729.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Manufactured Home,0,5030,4.3,4.5,7.1,7.3,8.1,8.2,8076,19.198261898338547,0.3752207961023529,0.19185662475238335,-0.6760310167838686,-0.31904906181846265
18810,49683.0,1,7,0.75,593959.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,2628,6.1,7.5,25.5,26.7,34.4,37.9,5911,49.64697898678806,-2.191937656568056,0.4059407450316852,-0.7692077293115981,0.07035321646329305
18821,315000.0,3,30,0.75,566503.6666666666,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,29,499,11.6,13.0,29.5,32.1,36.1,36.1,1404,156.9179175114696,-2.6103237125334817,0.494904798734901,-0.3995103070505609,0.5430182728233361
18822,301600.0,3,42,0.75,781729.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,1675,9.1,9.6,15.9,16.2,18.2,19.5,3197,29.681638569797354,-1.3697064127391876,0.4466895403766363,-0.4189303314488988,-0.14062841995001812
18834,100000.0,1,14,0.75,781729.0,0.0,0.0,Acquisition/Demolition,100%,Single Family,21,2478,9.7,10.1,16.7,17.0,18.8,19.0,3506,20.391289418118912,-1.4407170680725812,0.08994536832940164,-0.6264159053413874,-0.29438184983224186
18840,740483.0,8,46,0.75,517015.5,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,4816,2.5,2.6,7.7,8.3,13.8,14.5,10440,89.48669812804114,0.06582352779671652,0.4506012513695445,-0.7587259523882456,0.3122586605731129
18847,289000.0,8,46,0.75,274536.25,0.15625,14335.375,Acquisition/Demolition,50 - 99%,Single Family,21,4132,11.8,12.3,17.0,17.6,19.8,20.2,5677,15.535688264540855,-1.6031846496807458,0.16518651730873654,-0.32637921601224984,-0.4055948639648498
18915,172959.0,1,1,0.75,194455.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,16,550,0.9,0.7,4.2,4.5,6.0,6.7,784,287.40119667406435,1.7745707703062614,-0.3427268424017094,-0.3345651453097949,0.7917541421663794
18977,1020000.0,2,4,0.75,1127779.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,24,2144,13.8,14.5,29.0,29.7,32.4,33.8,4172,308.10584986811335,-2.5609319408333846,0.2925872345309848,-0.09331219264856523,0.82035102150968
19002,715000.0,6,30,0.75,905601.9,1.0,1245400.0,Acquisition/Demolition,0 - 49%,Vacant Land,25,11957,0.4,0.4,4.8,5.1,5.8,6.0,32241,599.1743358695797,2.0002148794413483,-0.2477613400339988,-0.299036506887993,1.0937950712269742
19015,497900.0,6,36,0.75,642536.0,1.147,852285.0,Acquisition/Demolition,0 - 49%,Single Family,19,5459,1.9,2.6,7.0,7.8,10.1,10.4,16809,1978.3300535746232,0.4683927722325458,-0.2188893269457472,-0.0915383337355708,1.5849361089208482
19031,4242305.0,15,125,0.75,3495705.846153846,1.5646923076923078,4971365.307692308,Acquisition/Demolition,50 - 99%,Single Family,3,1944,0.9,1.2,7.4,7.6,8.4,8.7,4618,620.6330241815721,0.9458793161565124,-0.17112481316149988,-0.14898326504800646,1.1082625869896423
19034,716578.0,2,4,0.75,779467.0,2.182,2068590.0,Acquisition/Demolition,0 - 49%,Single Family,16,2242,1.2,1.5,6.2,6.3,7.3,7.6,5852,361.8764518422028,1.1064294113783102,-0.1906839376177327,-0.29726006171163355,0.886480469812829
19038,543000.0,4,6,0.75,435514.0,1.0,463426.3333333333,Acquisition/Demolition,0 - 49%,Single Family,3,11309,0.2,0.3,5.4,5.8,6.7,7.1,31415,1534.6204311885285,1.936180554041607,-0.06780481704505271,-0.25468179673027463,1.480503555860914
19040,4064540.0,25,397,0.75,3532268.0416666665,1.1871250000000004,6169088.5,Acquisition/Demolition,50 - 99%,Single Family,3,7208,0.4,0.2,4.6,5.5,7.3,8.2,20901,1362.2707510673595,1.8781890371239445,-0.27732758851170713,-0.21796328457701936,1.4315177905426832
19046,595000.0,3,6,0.75,980000.0,1.015,994220.0,Acquisition/Demolition,0 - 49%,Single Family,3,6019,0.4,0.5,5.8,6.5,7.2,7.4,17660,1029.2982820160723,1.5944201396613813,0.20065797802899224,-0.21728411649247464,1.3162714653175165
19064,956057.0,6,36,0.75,1006782.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,3,8925,0.8,1.1,3.6,3.9,4.5,4.7,24664,1196.118415335146,2.097842094788762,0.049326204004233,-0.1112031035040879,1.3780335358218287
19067,661756.0,2,4,0.75,731350.0,1.072,800234.0,Acquisition/Demolition,0 - 49%,Single Family,19,18548,3.6,3.8,9.5,10.1,13.8,14.5,52689,713.6802848858798,-0.27599952176079073,0.2306267413697579,0.018760017587137717,1.1656999351261523
19341,218935.0,1,1,0.75,252902.0,1.807,540295.0,Acquisition/Demolition,0 - 49%,Single Family,25,5384,0.4,0.5,3.4,3.9,4.6,5.0,17572,526.5067315078144,2.388273479525325,-0.3374391502399285,-0.5880864296389312,1.0406380142803056
19460,146389.0,1,1,0.75,198500.0,1.18,716025.0,Acquisition/Demolition,0 - 49%,Single Family,16,15681,2.0,2.2,4.1,4.3,5.1,5.3,42063,459.35332448000054,1.5471614395240254,-0.15039439841766974,-0.5306669228597263,0.9845402043766318
19465,55000.0,1,1,0.75,78322.0,1.0,205661.0,Acquisition/Demolition,0 - 49%,Single Family,19,7249,6.2,6.5,9.5,9.7,10.2,10.5,17473,188.40139630741027,-0.2412467475304317,0.1267375933515423,-0.19767214498872496,0.6181676050751725
19555,517255.0,5,40,0.75,599496.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,19,1659,3.0,3.2,8.1,8.5,11.2,11.3,3554,100.5965055762987,0.14110785648724067,-0.12294060740125408,-0.39102310316632455,0.3603324929735383
19711,766028.0,3,5,0.6866666666666666,489594.6666666667,3.9360000000000013,2193972.0,Acquisition/Demolition,0 - 49%,Single Family,25,15917,0.9,1.0,3.4,3.6,4.4,4.7,52547,740.9222988706586,2.160834660810407,-0.2522350629005971,-0.1442192922791869,1.1811025468594032
19934,161436.0,1,1,0.75,205248.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,16,6390,0.2,0.4,5.6,5.9,8.3,8.6,13748,121.11196073111172,1.688040784914495,-0.3403987880129154,-0.5251794575026706,0.4365856185694641
20613,180000.0,1,1,0.75,205025.0,1.083,351849.0,Acquisition/Demolition,0 - 49%,Single Family,16,8315,1.9,2.0,5.3,5.5,6.4,6.5,14020,71.62285334443756,1.1867628035874958,0.10850881430580712,-1.0219063998500884,0.2208035042499078
20615,49500.0,1,4,0.75,330584.0,1.0,105042.0,Acquisition/Demolition,0 - 49%,Single Family,12,271,25.5,30.3,30.6,59.4,38.7,59.4,421,223.5501894070132,-3.514876460258749,0.19624664712553733,-0.914060858705356,0.6884777648065712
20634,200000.0,1,1,0.75,612595.0,1.07,524986.0,Acquisition/Demolition,0 - 49%,Multi-Family Dwelling - 5 or More Units,16,2120,1.8,2.0,3.8,4.3,5.3,5.7,6478,363.72205458829086,1.5768932243232352,0.03898897124089392,-0.8850472136955011,0.8885718430425695
20646,254074.0,1,1,0.75,254474.0,1.0,1.0,Acquisition/Demolition,50 - 99%,Single Family,16,10439,1.9,1.9,5.0,5.1,5.8,5.9,21951,102.74065602728848,1.3373528681707934,0.06514918432469824,-1.0515412935497537,0.36899684439736136
20674,128532.0,1,1,0.75,127985.0,1.149,108099.0,Elevation,0 - 49%,Single Family,12,730,44.4,52.9,62.1,84.4,87.4,91.6,848,155.4384105542681,-4.765545720912819,-1.1925141037903109,-0.874761777453693,0.5391251293381017
20676,1.0,1,9,0.75,4275219.0,5.507999999999999,25488306.0,Acquisition/Demolition,50 - 99%,Single Family,16,2142,3.4,3.8,5.3,5.5,5.7,5.8,3848,89.76272246045035,1.006360114330746,0.20157973108895416,-0.9204033063837728,0.3135237292457338
20764,59000.0,2,15,0.75,587847.0,2.267,1441631.0,Elevation,50 - 99%,Single Family,12,2463,13.4,25.5,30.6,57.2,49.6,58.8,3829,371.8705789381012,-3.4118157134991054,-0.25315972968156225,-0.9259000213415516,0.8976804033609987
20902,1487167.0,2,4,0.75,1847497.0,1.855,2946915.0,Floodproofed,0 - 49%,Single Family,16,12428,0.3,0.4,4.5,5.0,6.4,6.7,52908,2693.786191642206,1.9990317479576183,-0.42815441998132187,-1.1300151824554971,1.7118732289912617
21032,59000.0,2,15,0.75,587847.0,2.267,1441631.0,Elevation,50 - 99%,Single Family,18,4532,11.2,11.8,14.2,14.4,14.7,15.5,8084,177.12531313538008,-1.1784280207621682,-0.4928379342813006,-0.9811716133769082,0.5928018546616465
21037,516375.0,1,1,0.75,463369.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,18,9654,6.2,8.1,11.1,13.8,13.9,22.5,21046,470.71185270829847,-0.9657268601998278,-0.4459600704912331,-0.9482541380025236,0.9945827851142643
21120,57700.0,1,35,0.75,1434858.0,0.998,1850766.0,Elevation,50 - 99%,Single Family,0,3935,6.1,6.1,8.8,8.9,9.4,9.5,7095,64.69022631522364,-0.07629573666608294,-0.4770153741692813,-1.0548397850516051,0.17900066446499882
21122,59000.0,7,15,0.75,587847.0,2.267,1441631.0,Elevation,50 - 99%,Single Family,16,24340,2.3,2.9,5.5,6.2,6.7,9.9,61051,753.6499049731549,0.795916219014446,-0.6513324668270694,-0.9482489716976944,1.18810565221197
21146,59000.0,1,15,0.75,587847.0,2.267,1441631.0,Elevation,50 - 99%,Single Family,16,10534,4.4,4.8,7.4,7.9,8.1,10.0,27555,1039.6751036996209,0.22003686568703368,-0.5003285891058196,-0.9665955139522316,1.3203960437064228
21162,57700.0,1,35,0.75,1434858.0,0.998,1850766.0,Elevation,50 - 99%,Single Family,16,2454,2.5,3.0,6.3,6.7,7.5,10.0,4331,224.04859273066555,0.6272033283171934,-0.4685662329592323,-0.9307098187575422,0.689393155835714
21204,851861.0,1,6,0.75,2825491.0,1.638,7202300.0,Acquisition/Demolition,0 - 49%,Non-residential - Private,16,4994,1.1,1.2,6.3,6.5,7.6,7.8,21545,1380.1429301513795,1.1264286378662898,-0.4611678371596761,-1.0140839224464635,1.4368773299423108
21219,57700.0,8,35,0.75,1434858.0,0.998,1850766.0,Elevation,50 - 99%,Single Family,12,4653,17.0,19.8,24.2,26.9,27.3,39.6,9550,448.48562605916567,-2.557186057280889,-0.9530257782210496,-0.9399073600609472,0.9746964155460904
21220,231504.0,14,105,0.75,1434858.0,0.9979999999999999,1850766.0,Elevation,50 - 99%,Single Family,9,15817,7.1,8.6,11.5,12.9,13.5,20.2,41051,735.0390563023157,-0.9386832583554944,-0.5504548620869206,-0.4989472452906389,1.1778246621548578
21221,57700.0,2,35,0.75,1434858.0,0.998,1850766.0,Elevation,50 - 99%,Single Family,16,15754,2.6,3.3,4.8,5.6,6.4,10.9,42078,1100.2604849309575,0.8175008549287877,-0.7526420168285429,-0.9439149344673824,1.3436850556090751
21222,57700.0,9,35,0.75,1434858.0,0.998,1850766.0,Elevation,50 - 99%,Single Family,9,22542,1.8,2.6,6.2,8.5,10.0,16.9,55212,1944.464225302589,0.2931026182777408,-1.0746631500289294,-0.9608904930070834,1.5778360285206052
21403,118000.0,2,30,0.75,587847.0,2.267,1441631.0,Elevation,50 - 99%,Single Family,9,9959,5.1,7.1,8.7,10.7,11.6,20.0,31377,1332.7065870415151,-0.5508231373223791,-0.5658494730071852,-0.9355428645452628,1.4224957634363016
21502,60000.0,1,1,0.75,66750.0,8.392000000000001,560158.0,Acquisition/Demolition,0 - 49%,Single Family,18,22277,7.0,7.2,12.5,12.7,14.6,15.1,42391,182.6718825160769,-0.832186420913945,0.2983135955893865,-1.4790816631858454,0.6054745254098525
21521,67552.0,2,12,0.75,292612.5,2.9675000000000002,138735.0,Acquisition/Demolition,50 - 99%,Single Family,29,908,24.0,25.6,42.3,42.7,45.3,45.4,1102,18.345400678200495,-3.4106691704949927,0.015575250590364954,-0.8876307768589687,-0.3376363789382966
21532,75000.0,1,1,0.75,145500.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Manufactured Home,18,6967,5.4,5.9,11.5,11.7,13.3,13.6,14726,73.03981926994581,-0.5712501192197227,-0.08980425891367855,-0.9081676574485522,0.22884848882015035
21539,254507.0,8,56,0.75,438530.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,12,1586,33.7,34.7,41.8,42.2,44.3,44.5,2606,28.99609628648909,-3.5332755379669027,-0.03153752846517782,-1.478009681185524,-0.15020501737492525
21562,422500.0,2,12,0.75,294487.0,0.8955,86660.0,Acquisition/Demolition,0 - 49%,Single Family,29,2091,14.8,15.0,27.2,27.4,29.3,29.5,3519,46.889053849646615,-2.421900876675474,0.15524400350906656,-0.8697134910139682,0.046899030789082516
21613,53000.0,1,9,0.75,441620.0,1.229,549313.0,Elevation,50 - 99%,Single Family,29,11445,10.3,13.2,22.5,27.8,27.1,34.8,17132,42.55624778651994,-2.2702617604292388,1.561011328467972,-0.7576125003639232,0.007116840514725871
21627,53000.0,1,9,0.75,441620.0,1.229,549313.0,Elevation,0 - 49%,Single Family,6,63,85.7,85.7,85.7,85.7,85.7,85.7,0,0.0,-5.140173720291606,2.5012689468682616,-0.7180117016926425,-2.483156547503107
21634,53000.0,1,9,0.75,441620.0,1.229,549313.0,Elevation,50 - 99%,Single Family,6,468,92.7,92.7,92.7,92.7,92.7,92.7,198,16.240276032198725,-5.311812726015113,1.0453678398712625,-0.8314100152303578,-0.3874693552948008
21651,216195.0,1,1,0.74,246090.0,0.0,0.0,Acquisition/Demolition,0 - 49%,Single Family,15,1559,2.6,2.6,10.3,10.7,14.7,15.0,2894,28.69624377472969,-0.21539697163646954,-0.5472082306598249,-0.6894483892242851,-0.154464912637276
21654,76800.0,2,2,0.75,33138.5,0.0,0.0,Elevation,50 - 99%,Single Family,6,1060,23.8,32.5,38.1,75.8,43.4,75.8,986,34.71416005023343,-3.8671668912226163,0.014782442108986563,-0.7888614904524367,-0.07642313082468358
21672,106000.0,5,18,0.75,441620.0,1.229,549313.0,Elevation,50 - 99%,Single Family,6,389,96.7,97.7,98.2,98.5,98.5,98.5,161,6.448668299928764,-5.436961202909321,2.5827941024115058,-0.7180117016926425,-0.7634807667892832
21675,53000.0,1,9,0.75,441620.0,1.229,549313.0,Elevation,50 - 99%,Single Family,6,170,97.1,98.8,98.8,99.4,99.4,99.4,90,10.673838220903619,-5.45491018186409,1.8273464938899289,-0.7399349292479108,-0.5587491583341693
21814,53000.0,1,1,0.75,109000.0,3.1590000000000003,167448.0,Elevation,0 - 49%,Single Family,29,463,8.9,13.0,16.4,39.5,20.5,41.9,268,27.924633913780195,-2.207762592938429,0.31865189629987245,-0.666526597977917,-0.1656341875444216
21901,126000.0,2,2,0.75,334820.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,16,8246,2.3,2.8,5.1,6.1,6.7,9.3,16790,131.79245788420513,0.8690258998418838,-0.2653525820679173,-0.7301354501378008,0.4713118911698951
21921,878910.0,7,53,0.7428571428571429,249669.57142857142,0.8668571428571428,533835.4285714285,Acquisition/Demolition,50 - 99%,Single Family,16,17784,2.0,2.3,4.5,4.8,5.7,6.6,46162,188.4471357143716,1.3123524331193597,-0.20279526018747768,-0.6811603485810022,0.61826737547859
22044,695000.0,1,1,0.75,815076.0,1.022,859567.0,Acquisition/Demolition,0 - 49%,Single Family,16,2280,1.4,1.7,8.2,8.3,10.3,10.6,13616,2404.423036477619,0.5223609902469614,-0.14605401382401098,-1.1305829927045308,1.6651445010537265
22578,245674.0,3,12,0.75,255922.0,1.077,301519.0,Elevation,0 - 49%,Single Family,29,3869,12.6,18.6,22.2,29.1,29.2,33.0,2526,52.48421437520192,-2.4213375578943026,-0.14633594263983402,-0.8603730895337078,0.09316226149683517
22980,580099.0,17,47,0.75,457678.8333333333,0.9586666666666667,566478.8333333334,Acquisition/Demolition,50 - 99%,Single Family,18,20378,4.5,4.8,14.6,14.9,17.6,18.0,32337,167.73809328363697,-0.9253321165177408,0.3739196488096702,-1.3172043085693246,0.5704221832202813
23038,40664.0,4,21,0.75,180636.0,1.0,199500.0,Acquisition/Demolition,50 - 99%,Single Family,14,2283,7.5,7.7,11.0,11.2,11.9,12.1,1513,7.793256574924103,-0.5741823572190741,0.3802494017206571,0.5365643153228662,-0.6866858848319844
23061,79577.0,1,13,0.75,1249562.0,1.733,2165382.0,Elevation,0 - 49%,Single Family,21,14441,4.8,7.1,9.8,12.1,13.2,19.5,21271,52.43891802855129,-0.6844031829205344,0.24246633752274346,-0.8688844953568711,0.0928078781051993
23066,306442.0,1,10,0.75,1774180.0,2.492,4421353.0,Acquisition/Demolition,0 - 49%,Single Family,6,967,10.5,31.4,35.2,92.8,66.2,92.8,100,19.29658915419769,-3.99188969561772,-0.02041039445076237,-0.936808791945896,-0.316959139588742
23071,37000.0,1,27,0.75,2252620.0,1.3019999999999998,3375790.0,Acquisition/Demolition,100%,Single Family,0,1973,5.3,5.8,6.6,13.4,7.7,13.7,1523,49.011040549443685,-0.15490273816786065,-0.007192515202868,-0.8030656259408846,0.0650624619480229
23072,2463798.0,28,399,0.75,1361234.076923077,1.3945769230769227,2099082.1153846155,Elevation,50 - 99%,Single Family,12,7662,15.6,22.4,33.1,44.1,43.8,56.9,12377,129.98098404562973,-3.2704329741843208,0.1092979126084698,-0.8512059737846116,0.4656248002285015
23089,152998.0,3,9,0.75,161050.0,1.078,173687.0,Elevation,0 - 49%,Single Family,21,3451,4.5,5.6,8.8,11.0,11.6,18.7,5695,36.286415488721694,-0.4546039283916986,0.3669661259999274,-0.983879608389028,-0.05825883119500145
23128,236249.0,2,18,0.75,1860325.0,2.0469999999999997,3832835.0,Acquisition/Demolition,0 - 49%,Single Family,6,1149,31.4,39.2,44.1,51.3,55.6,69.5,707,23.43904186501307,-3.940941771049705,0.20266692394987154,-0.8902679593017141,-0.2373613203262181
23138,158000.0,1,7,0.71,933601.0,1.1159999999999999,993195.0,Acquisition/Demolition,0 - 49%,Single Family,6,1251,17.0,58.0,61.1,68.9,71.5,98.8,625,28.785667629904193,-4.416706156878044,-0.11586467376628788,-0.9638172918999818,-0.1531898763505873
23181,125400.0,3,3,0.75,111222.0,1.3665,228760.5,Acquisition/Demolition,50 - 99%,Single Family,29,9224,15.1,17.0,23.9,27.5,27.8,55.9,5232,30.868680603030292,-2.6527760556864592,0.34135199993163245,-0.9576201612200468,-0.12455600024159898
23234,600520.0,4,12,0.75,742739.0,2.776,2199840.0,Acquisition/Demolition,0 - 49%,Single Family,3,14828,1.1,1.2,5.1,5.3,6.4,6.6,44783,872.7874016920456,1.445180750692383,0.12273856843503544,-0.0016593205045150698,1.2484511078055085
23315,176893.0,3,29,0.75,600857.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,1069,3.8,4.0,6.5,6.5,8.3,8.7,1213,16.065888739468914,0.4815550284032378,0.20486340697537234,-0.8830992090838711,-0.3918816216392501
23320,1323530.0,6,36,0.75,1403391.0,1.0039999999999998,1499910.0,Acquisition/Demolition,0 - 49%,Single Family,18,21200,0.7,1.2,8.9,12.7,16.9,27.0,57619,701.2344069541754,-0.0796677702726784,-0.051108835985110096,-1.186764955511113,1.1584663508377109
23324,569100.0,2,10,0.75,1347443.0,1.037,1726345.0,Acquisition/Demolition,0 - 49%,Single Family,9,8201,1.3,2.1,16.1,19.8,25.7,38.1,23893,1382.0737863008392,-1.1034198750819204,-0.6114632516674012,-1.173325291377113,1.4374521994163676
23398,35000.0,2,3,0.75,105000.0,7.88,827415.0,Elevation,0 - 49%,Single Family,15,401,4.7,11.7,14.7,21.7,19.5,22.9,31,2.978043461950548,-1.4548065324772093,,-1.120270813435294,-1.0739415484210793
23430,552601.0,11,78,0.75,492366.625,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,10006,3.7,3.9,6.8,7.1,7.9,8.3,17245,66.22883613280004,0.4781517581504488,-0.055382173564119064,-0.8878798963288002,0.1886520807932436
23440,63459.0,5,51,0.75,359600.0,10.171,3112417.0,Elevation,50 - 99%,Single Family,6,489,85.5,85.5,85.5,85.5,85.5,85.5,506,123.20287544798002,-5.135066362872622,1.7839568312820235,-0.6627543898992003,0.4436187727979624
23503,75000.0,6,22,0.75,1316666.0,1.16,2168607.0,Elevation,0 - 49%,Single Family,9,8941,8.9,10.5,14.6,22.1,22.3,97.7,31915,2396.9348074288378,-2.2573576622109184,-1.0238169208847747,-0.7820185535496134,1.6638618581639626
23508,40000.0,1,11,0.75,1316666.0,1.16,2168607.0,Elevation,0 - 49%,Single Family,12,6013,13.0,22.0,38.4,62.7,58.7,99.4,21697,2513.623230850986,-3.803024946609382,-1.278666368118536,-0.8003497325533016,1.6834083779950284
23518,70000.0,2,22,0.75,1316666.0,1.16,2168607.0,Elevation,0 - 49%,Single Family,12,9895,9.2,12.8,18.0,31.6,29.4,85.6,29301,1848.508014743651,-2.6163677264591403,-0.9583195934705314,-0.7718750690923262,1.5570260494666115
23602,47000.0,1,1,0.75,52985.0,5.306,282396.0,Acquisition/Demolition,50 - 99%,Non-residential - Private,16,12906,0.5,0.6,5.9,6.4,8.8,9.3,38821,1117.924457667981,1.332239969492721,-0.19162099558201054,-0.8512848398695693,1.350233966883594
23607,241400.0,4,20,0.75,309176.0,1.048,428497.0,Acquisition/Demolition,50 - 99%,Single Family,9,8055,3.3,4.8,18.1,20.9,25.4,39.2,23067,1474.3904948185407,-1.5805844504104518,-1.3354790483096042,-1.0378466036434608,1.4640399019000614
23661,115946.0,1,21,0.75,703929.0,1.018,1413134.0,Elevation,50 - 99%,Single Family,9,6770,1.7,3.7,11.2,13.9,17.1,44.7,12812,1052.5195940586698,-0.8798452877916623,-0.6676678947217091,-1.0378466036434608,1.3254448321436003
23662,1826369.0,16,301,0.75,1082280.3125,1.0,1140524.4375,Elevation,50 - 99%,Single Family,12,5384,31.0,48.8,64.7,72.1,79.3,99.2,12066,304.11838447051457,-4.605047357598654,0.5686972284387073,-0.9874105048846016,0.8149960255497936
23664,577075.0,5,105,0.75,703929.0,1.018,1413134.0,Elevation,50 - 99%,Single Family,12,5141,17.2,24.8,47.7,64.0,71.1,91.0,9593,707.7476044997492,-4.042531052380595,-0.002643943872624985,-0.7906338718093827,1.1622677082374928
23692,26475.0,1,1,0.75,32333.0,1.404,49409.0,Wind Retrofit,0 - 49%,Non-residential - Public,18,8517,3.2,5.9,12.3,13.7,15.3,27.7,18273,308.9583046286276,-0.9111984950238124,0.02892517404624435,-0.8353726990803372,0.8214868401976204
23829,19400.0,2,24,0.75,145789.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Vacant Land,0,1199,3.6,3.6,6.1,6.3,7.0,7.0,2454,11.578075454364916,0.7228409138892701,0.2438912495857581,-0.9073770410397212,-0.5256076362149741
23833,36100.0,1,75,0.75,3350694.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,1557,4.7,5.0,9.1,9.1,9.8,10.0,2216,14.975510310111732,-0.033414426412674975,0.5874524378701156,-1.1072003039326952,-0.4205981320348081
23838,351658.0,3,6,0.73,557487.0,3.7289999999999996,2925445.0,Acquisition/Demolition,0 - 49%,Single Family,23,8218,2.9,3.0,4.5,4.6,5.0,5.1,16666,64.4830371772064,1.350415098677541,0.5360263514622196,0.03445683981844056,0.17768352648679647
23851,77900.0,7,72,0.75,145789.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,0,8632,1.9,2.0,11.3,11.7,14.4,14.9,13437,48.53602233805681,-0.15126229647283787,0.3326801828804808,-0.8818376854030026,0.06106560676052121
23857,19800.0,3,24,0.75,145789.0,0.0,0.0,Acquisition/Demolition,50 - 99%,Single Family,21,765,5.1,5.0,8.4,10.2,15.2,16.3,687,17.64062926050405,-0.4625245753315471,0.7480978396862529,-0.6016664518142475,-0.3536566816464266
24018,70520.0,1,1,0.75,78875.0,1.0,94095.0,Acquisition/Demolition,0 - 49%,Single Family,18,16945,5.3,5.7,12.2,12.7,14.2,14.4,38341,326.1734013889911,-0.6712951541229029,0.0676322555601151,-1.008142358564937,0.8437775404002933
24059,6000.0,1,4,0.75,32517.0,0.0,0.0,Acquisition/Demolition,100%,Manufactured Home,21,861,11.5,12.1,14.6,14.9,15.9,16.3,853,13.898708687758553,-1.2719524979659558,0.0235606776464316,-0.9630916169283454,-0.4510725054685944
24136,88065.0,1,1,0.75,119265.0,1.703,265969.0,Acquisition/Demolition,0 - 49%,Single Family,29,2735,18.4,19.2,23.8,24.3,25.9,27.1,3156,24.975221233097415,-2.333134177884364,0.01885227520300624,-0.9944280373516684,-0.21136383839985404
24148,222484.0,4,16,0.75,355000.0,2.459,872833.0,Acquisition/Demolition,0 - 49%,Single Family,23,6155,3.6,3.9,5.8,6.0,6.6,6.8,8475,45.90573021324227,0.7833951795515388,0.5750961247666662,-0.12201414322329596,0.03820216984763451
24153,781966.0,6,15,0.75,207174.5,1.2046666666666666,339920.6666666667,Acquisition/Demolition,0 - 49%,Single Family,24,18151,8.8,9.1,14.9,15.4,17.7,18.2,37849,139.0415590440647,-1.2588290169620575,0.19828828497391127,0.1546226704048568,0.4933144099178807
24179,140000.0,3,6,0.75,262000.0,2.379,623300.0,Acquisition/Demolition,0 - 49%,Vacant Land,18,9620,4.7,4.8,9.3,9.6,11.3,11.5,18258,149.12767172989064,-0.1761084858720032,0.2479339373273568,-1.0431405796877122,0.522092405369661
24219,28600.0,1,1,0.75,37100.0,4.825,179014.0,Acquisition/Demolition,0 - 49%,Single Family,24,5645,15.6,16.7,24.7,25.1,30.0,30.3,11393,60.42312383668051,-2.402537942735122,0.6302178330757728,0.9775784789507964,0.15098427778932294
24245,212940.0,4,36,0.75,308350.0,1.5619999999999998,805041.0,Acquisition/Demolition,50 - 99%,Single Family,29,962,16.7,17.8,24.8,24.8,30.1,30.9,757,5.620060119349587,-2.4397807552246547,0.2345462247949517,-0.6422451551792122,-0.8191121368365578
24250,139300.0,4,36,0.75,308350.0,1.5619999999999998,805041.0,Acquisition/Demolition,50 - 99%,Single Family,24,1266,20.1,21.9,32.9,34.0,37.0,37.5,1309,9.611698610585275,-2.9588578963297505,0.17057048787996507,0.9773497790713862,-0.6014299360175038
24251,26600.0,1,9,0.75,308350.0,1.5619999999999998,805041.0,Acquisition/Demolition,50 - 99%,Single Family,24,7188,18.5,19.3,26.2,26.7,28.8,29.2,8275,26.965708235116786,-2.4944042214674025,0.17618353300047992,1.0459493928233743,-0.17995150969514884
24279,4000.0,2,7,0.75,346800.0,2.249,291516.0,Acquisition/Demolition,50 - 99%,Single Family,6,3595,35.5,36.3,43.3,43.7,45.6,45.8,5247,25.08278142489961,-3.610838961854257,0.7570731377563672,-0.793254449741275,-0.20960366498567584
24293,1093026.0,27,185,0.75,479265.6666666667,3.1520000000000006,4231417.666666667,Acquisition/Demolition,0 - 49%,Single Family,24,6014,9.8,10.4,16.7,17.2,18.9,19.3,9575,63.17338581987156,-1.4639327519674108,0.4778334270576949,0.8217324919161451,0.16925878103261158
